 V0_LATITUDE,V0_LONGITUDE, V1_LATITUDE,V1_LONGITUDE, V2_LATITUDE,V2_LONGITUDE, V3_LATITUDE,V3_LONGITUDE,FE_WT,TI_WT,CA_WT,SI_WT,AL_WT,MG_WT,NA_WT,O_WT,chi2
81.6098,17.5955,75.9704,14.704,75.8965,17.758,81.4898,22.5185,1.000008694,2.930870677,19.03605767,14.32303792,11.38887549,3.72759292,2.593556624,45,1.931542
81.2025,17.2634,75.5608,14.5797,75.4889,17.5544,81.0877,21.9757,1.000000823,6.576464895,17.40949037,13.3217569,10.41340258,3.617357226,2.661527212,45,2.109551
80.795,16.9607,75.1514,14.4622,75.0814,17.3619,80.6851,21.4801,1.000004982,7.714363091,10.43202697,15.88678733,12.8122867,4.116816496,3.037714439,45,2.142213
80.3873,16.6836,74.7419,14.3504,74.6735,17.1792,80.2818,21.0256,1.001516403,4.430566935,15.27185412,15.01771379,12.34366083,3.992742836,2.941945085,45,2.019755
79.9795,16.4283,74.3323,14.2442,74.2656,17.0057,79.8781,20.6066,1.030762505,11.09627551,17.51210307,10.33731948,9.251940546,3.288021348,2.483577537,45,1.885433
79.5716,16.1926,73.9228,14.1433,73.8577,16.841,79.4739,20.2195,1.427221333,19.11018212,10.09120536,9.761230993,8.94562276,3.330094269,2.334443166,45,1.742713
79.1636,15.9739,73.5136,14.0477,73.45,16.6846,79.0694,19.8605,1.040895374,6.557856503,14.33923547,13.89604551,12.21679879,4.115332245,2.833836109,45,1.842081
78.7555,15.7713,73.104,13.9557,73.0418,16.5349,78.6645,19.5274,1.083378594,3.148522076,18.66058837,13.554876,11.78985183,3.965650934,2.797132196,45,1.925456
78.3474,15.5824,72.6944,13.8677,72.6335,16.3919,78.2595,19.2169,1.476590682,17.65355943,9.861625332,10.6568696,9.341874295,3.530772644,2.478708013,45,1.975022
77.9391,15.4063,72.285,13.784,72.2254,16.2557,77.854,18.9272,1.000000006,17.2008287,9.281911246,11.20100315,9.914051185,3.919253121,2.482952598,45,1.893264
77.5309,15.2411,71.8756,13.7038,71.8173,16.1254,77.4483,18.6556,1.089899458,18.4772512,5.000011134,12.30654011,11.22130452,4.261847592,2.64314598,45,1.69628
77.1226,15.0861,71.4662,13.627,71.409,16.0007,77.0425,18.4008,1.124110852,1.75E-06,5.668765667,21.51872904,17.56700011,5.853969646,3.267422941,45,1.834849
75.4894,14.5507,69.8292,13.3486,69.7762,15.5506,75.4177,17.5219,1.000008449,2.47E-06,5.000001281,20.04615422,19.08062452,6.696057952,3.177151106,45,2.158413
74.2646,14.2198,68.6018,13.1658,68.5515,15.2564,74.1982,16.9797,1.000016244,1.05E-06,5.000000166,19.7264704,19.49069788,6.699926881,3.082887378,45,2.31731
73.8562,14.12,68.1928,13.1091,68.1433,15.1654,73.7913,16.8164,1.004233304,5.60E-06,5.000000154,18.91862659,19.99999914,7.273717178,2.803418037,45,2.671114
73.0395,13.9341,67.3747,13.0012,67.3268,14.9927,72.9774,16.5129,1.000002019,6.52E-06,5.000006488,18.71918157,19.99999963,7.154294681,3.12650909,45,2.909444
87.2055,151.839,81.9602,177.487,82.0786,-177.605,87.5733,165.085,17.1378326,6.524617102,5.818569482,0.919286377,19.99704406,1.08E-06,4.602649296,45,1.702779
87.5183,145.963,82.3626,176.821,82.4876,-178.01,87.9419,160.3,18.39345079,1.61128236,10.37472826,1.516512606,19.3193412,1.40E-05,3.784670829,45,1.83563
87.7976,138.503,82.7638,176.082,82.896,-178.46,88.2898,153.505,4.293636763,19.23388595,5.016431829,2.164162402,19.51805127,1.04E-06,4.773830744,45,1.672317
88.6018,143.477,83.1582,175.268,83.2984,-178.957,88.0445,158.632,14.19396329,19.0219598,5.000219101,1.574519432,11.68275644,1.49E-05,3.526567077,45,1.759105
88.8486,128.498,84.2296,172.492,83.5618,174.33,88.3833,151.097,5.509359865,11.14638727,5.000000087,9.429609734,18.91463581,7.24E-06,4.999999994,45,1.899001
88.9817,107.706,83.958,173.283,84.1177,179.817,88.6802,139.89,1.00318834,9.889439446,5.00001389,16.54059452,16.5917211,0.97504272,4.999999985,45,2.002671
88.9817,107.706,84.3521,172.088,84.5235,179.074,88.6802,139.89,3.549940277,3.786209801,5.000020263,24.21683369,11.39218804,2.05480793,4.999999999,45,1.86282
88.7831,65.5359,84.7431,170.716,84.9279,178.212,88.9927,101.334,3.473563186,17.40658263,5.000004672,19.11953712,5.000239681,0.00016256,4.999910148,45,1.72969
88.7831,65.5359,85.1307,169.127,85.3311,177.205,88.9927,101.334,1.000000012,0.000735346,18.44620608,24.65930838,5.000001969,0.893964049,4.999784171,45,1.548754
88.5123,52.2546,85.5138,167.264,85.7325,176.006,88.9235,78.8777,2.00322921,10.43282238,19.37286902,11.67226146,5.001309011,1.584431732,4.933077181,45,1.644988
88.1875,43.3781,85.8912,165.058,86.1315,174.562,88.7189,61.3986,1.610057175,3.211934885,20,16.99449899,6.24778086,1.935744812,4.999983279,45,1.683865
88.431,49.5087,86.2614,162.411,86.5276,172.788,87.8994,64.6775,4.189369425,19.99999994,5.000003286,13.22677693,5.453944203,2.12990629,4.999999923,45,1.77901
87.7976,138.503,86.6876,27.2871,86.4039,38.2697,88.2898,153.505,2.30844811,19.95490755,5.00001038,10.47678177,7.483191469,4.776660736,4.999999982,45,1.57741
88.6018,143.477,86.2929,25.3431,86.0369,35.4174,88.0445,158.632,1.282165508,11.48232907,18.69710579,9.633630611,6.720750689,4.001110288,3.182908043,45,1.466905
88.8486,128.498,85.8949,23.7744,85.6619,33.0536,88.3833,151.097,1.486641888,0.586705858,19.99774917,15.04450053,9.273064033,4.531141353,4.080197168,45,1.533389
88.9817,107.706,85.0922,21.403,84.8952,29.382,88.6802,139.89,3.367435388,0.120874801,5.000023841,21.7311609,14.89226105,7.032075501,2.856168521,45,1.801114
85.7976,23.4171,80.2067,15.3981,80.1043,19.6632,85.5691,32.5497,1.00000006,4.42E-05,19.84421031,14.78242992,10.90011657,5.1148622,3.358336754,45,1.754348
85.3977,22.187,79.7976,15.1558,79.6991,19.2624,85.1878,30.6475,1.000153774,1.04E-06,18.19898956,15.14299292,11.84771659,5.438800145,3.371345971,45,1.792799
84.1893,19.5134,78.57,14.5301,78.4816,18.2271,84.0209,26.4129,1.00001556,1.01E-06,14.36044176,18.04052357,12.97314068,5.478803281,3.14707414,45,1.863271
83.7847,18.8532,78.1607,14.3497,78.0751,17.9284,83.6267,25.3484,1.124578552,19.6247987,7.847311337,11.08171737,9.106833664,3.998851061,2.21590931,45,1.884974
83.3794,18.2724,77.7513,14.1809,77.6685,17.6491,83.2306,24.4066,1.183347942,19.41836716,8.11020742,11.34560811,9.02475979,3.905364327,2.012345255,45,1.778001
82.9735,17.7585,77.3418,14.0227,77.2614,17.3874,82.8329,23.5692,2.450922161,19.77703347,8.988339371,10.07739718,8.214430231,3.56662759,1.925250003,45,1.901538
82.5671,17.3002,76.9323,13.8746,76.8543,17.1422,82.4339,22.8195,1.000001217,1.30E-06,13.54499552,18.0374268,14.52392948,5.380052023,2.513593657,45,1.879661
82.1605,16.8893,76.523,13.7351,76.4471,16.9113,82.0338,22.1452,1.110521535,10.75672369,8.164684886,15.66969544,12.38608562,4.7608721,2.151416726,45,1.728812
81.7536,16.5187,76.1135,13.6032,76.0397,16.6934,81.6329,21.5354,1.00000024,2.09E-05,5.000002127,21.70516621,18.74247588,6.036027223,2.516307363,45,1.806591
81.3464,16.1821,75.704,13.4788,75.6322,16.4878,81.2311,20.9805,1.000292916,2.49E-06,5.000001007,21.84379553,18.75647493,5.851610384,2.547822736,45,1.768911
80.9389,15.8753,75.2945,13.3609,75.2246,16.2932,80.8285,20.4738,1.000001081,1.47E-06,5.000000424,23.30938547,17.87403776,5.508716314,2.307857483,45,1.660108
80.5313,15.595,74.8851,13.2494,74.8169,16.1092,80.4254,20.0101,1.000088694,1.03E-06,5.000047055,22.24707923,18.62292962,5.797660837,2.332193532,45,1.912924
86.3977,160.538,81.012,177.855,81.1164,-177.749,86.6708,171.282,19.98785126,2.577537959,5.13049345,1.078525538,19.99997446,1.385478343,4.840138993,45,2.978368
89.0028,91.4566,84.2171,171.62,84.3825,178.466,88.8493,129.344,1.00000258,1.47E-06,5,31.16754895,13.76274231,3.229330518,0.840374173,45,1.602228
89.0028,91.4566,84.6096,170.327,84.7876,177.665,88.8493,129.344,1.000000119,12.92086882,5.00008866,26.29369758,5.00001751,1.351782949,3.43354436,45,1.471914
88.8749,70.1221,84.9986,168.833,85.1914,176.73,88.9957,108.745,1.000000834,7.940305127,9.520219159,25.60846743,5.000005378,2.28594949,3.64505258,45,1.53406
88.6298,54.7688,85.384,167.087,85.5938,175.622,88.9845,85.2534,1.007104021,19.89220981,5.358371857,18.58091827,5.003074964,1.435652765,3.722668311,45,1.426816
88.3182,44.5614,85.7641,165.027,85.9941,174.296,88.8202,65.419,1.000000313,17.35223759,12.79220388,14.43097492,5.000003275,1.826595117,2.597984897,45,1.470304
88.554,51.6377,86.1376,162.568,86.3918,172.678,87.995,66.7923,1.0500552,17.22214615,13.32792726,13.75214704,5,1.767569355,2.880154994,45,1.460099
88.2314,42.4906,86.5025,159.589,86.7858,170.663,87.7506,57.8594,2.994340469,12.07911036,19.99994985,8.375788286,6.492747524,0.879578431,4.178485076,45,1.540013
87.7158,140.558,86.833,26.7095,86.5405,38.1189,88.1799,155.617,2.726886089,1.962170634,19.99981577,14.63319618,8.711769772,1.96616157,4.999999985,45,1.420435
88.7865,133.908,86.0417,22.969,85.8033,32.5682,88.2762,153.566,2.331659152,15.13214656,19.87340636,6.15721137,5.796868349,1.219051137,4.48965707,45,1.635161
88.9689,114.855,85.6417,21.6112,85.4238,30.4741,88.5935,143.902,2.656217504,1.057357868,19.9999867,13.1120237,10.55999739,2.614426092,4.999990739,45,1.611339
89.0028,91.4566,85.2398,20.4799,85.0391,28.7008,88.8493,129.344,3.973515327,1.279814044,19.99999598,12.07478326,10.49202938,2.521904209,4.657957806,45,1.578375
89.0028,91.4566,84.8363,19.5259,84.6505,27.1848,88.8493,129.344,3.342613602,0.734688976,19.99994201,12.88365429,11.23409041,2.164338795,4.640671916,45,1.559323
88.8749,70.1221,84.4317,18.7085,84.2586,25.8734,88.9957,108.745,1.768669566,18.43213428,15.70090188,7.399187403,7.011098996,2.41066848,2.277339397,45,1.597103
88.6298,54.7688,84.0261,18.0027,83.8642,24.731,88.9845,85.2534,1.463105789,1.28E-05,19.99164014,13.64488034,12.58839506,3.875706663,3.436259161,45,1.680232
88.3182,44.5614,83.6198,17.3848,83.4677,23.7251,88.8202,65.419,1.259884435,10.05922059,16.72936061,10.74611192,10.00512603,3.372447081,2.827849341,45,1.521208
88.554,51.6377,83.213,16.842,83.0696,22.8359,87.995,66.7923,1.349358427,18.51262181,8.524112866,10.32074774,9.788515401,3.394104806,3.110538953,45,1.528588
88.2314,42.4906,82.8056,16.3592,82.67,22.0422,87.7506,57.8594,1.054499052,13.5361376,8.959719265,12.72062423,11.93733853,3.89660487,2.895076451,45,1.565446
87.8779,36.272,82.398,15.9272,82.2692,21.3298,87.4626,50.8117,1.000152242,18.3644953,6.516396626,11.75619737,10.69456859,3.923919198,2.744270681,45,1.713943
87.5071,31.8648,81.9899,15.5391,81.8674,20.6878,87.1448,45.2682,1.047795439,18.04107586,6.106836324,11.89743986,11.10008138,3.947081633,2.859689504,45,1.810692
87.1252,28.6106,81.5817,15.1889,81.4648,20.1068,86.8054,40.8645,1.341911407,19.24108876,6.500702403,10.83585546,10.47922814,4.052674275,2.548539556,45,1.85632
86.7362,26.1245,81.1731,14.8703,81.0614,19.5774,86.4509,37.3223,1.075564256,11.14899136,6.546580683,14.72163562,13.38435463,5.001762852,3.121110596,45,2.096868
85.9458,22.5967,80.3556,14.3126,80.2529,18.6491,85.712,32.0416,1.00009533,19.46643999,5.000006044,11.56870005,10.98953108,4.381241745,2.59398577,45,2.177981
85.1451,20.2236,79.5375,13.8413,79.4424,17.8627,84.9477,28.3332,1.000000146,1.788846338,5.00003148,21.60972741,16.50287227,5.605756594,3.492765763,45,2.014065
84.7425,19.3084,79.1283,13.6314,79.0366,17.5124,84.5594,26.8727,1.000000018,3.282781911,5.000000067,20.68377816,16.30026431,5.537061222,3.196114312,45,2.189178
84.3388,18.5222,78.719,13.4363,78.6304,17.1868,84.168,25.6061,1.076088576,17.7964364,6.002592879,12.69937427,10.68527873,4.155624334,2.584604818,45,2.106736
83.9343,17.8411,78.3097,13.2545,78.2241,16.8834,83.7743,24.5002,1.000003686,15.65763636,8.810395378,12.62243886,10.42698466,4.161027119,2.321513931,45,2.253376
83.529,17.2441,77.9005,13.085,77.8175,16.6004,83.3786,23.5249,1.000015494,18.21521251,6.224453279,12.44274814,10.54361954,4.044278408,2.52967263,45,2.249466
83.1233,16.7164,77.4911,12.9262,77.4107,16.3353,82.9813,22.659,1.060638523,18.94725821,7.044929691,11.6921089,10.08279475,3.945903374,2.22636655,45,2.478004
82.717,16.2475,77.0817,12.7775,77.0037,16.0869,82.5826,21.8861,1.000009789,15.97509907,7.122055102,13.18356631,11.17810874,4.156635653,2.384525337,45,2.604246
82.3105,15.8283,76.6722,12.6373,76.5965,15.8531,82.1828,21.1925,1.046751018,16.47130859,6.62516343,13.08980059,11.12395639,4.133892471,2.509127501,45,2.425723
81.4964,15.1086,75.8534,12.3805,75.7817,15.425,81.3805,19.9974,1.170830696,12.77289998,6.591904032,14.93518645,12.3820206,4.403033966,2.744124278,45,2.589461
81.089,14.7969,75.444,12.2628,75.3742,15.2287,80.978,19.4786,1.133392725,1.78E-06,8.966083327,20.00680879,16.09083602,5.364431492,3.43844587,45,2.630952
80.6814,14.5124,75.0346,12.1508,74.9666,15.0426,80.5751,19.0042,1.074836013,1.14E-06,9.341476528,19.68130025,16.10463357,5.537876853,3.259875651,45,2.536983
80.2737,14.2518,74.6252,12.0447,74.5588,14.8662,80.1716,18.569,1.053928821,0.02361937,9.817862468,19.42310306,15.87527968,5.542111314,3.264095279,45,2.448707
79.8659,14.0113,74.2158,11.9441,74.1511,14.6989,79.7677,18.1673,1.080322219,7.52E-05,10.38057844,19.28073989,15.6156271,5.700490315,2.942166841,45,2.384813
79.0499,13.5828,73.3973,11.7572,73.3355,14.3885,78.9587,17.4511,1.085331361,1.02E-06,11.27642266,18.42442866,15.65306611,5.466118128,3.094632057,45,2.634464
78.6419,13.3914,72.9878,11.6697,72.9274,14.2437,78.5538,17.1309,1.000000007,9.20E-06,12.80408562,15.9203373,16.47704335,6.18960913,2.608915399,45,2.738405
78.2338,13.2129,72.5784,11.5861,72.5192,14.1055,78.1486,16.8324,1.000000039,1.22E-06,11.7319015,14.94077436,17.82084185,6.637124683,2.869356345,45,2.918742
77.8256,13.0465,72.1691,11.5062,72.1111,13.9736,77.743,16.5536,1.000000135,2.03E-06,11.1024832,13.96130638,18.90781264,7.079010931,2.94938468,45,3.021788
76.1928,12.4752,70.5323,11.2187,70.4788,13.4998,76.1194,15.5986,1.000104711,1.04E-06,5.000011861,21.37908999,17.79014369,6.50513047,3.325518238,45,2.815819
75.7845,12.352,70.1231,11.1536,70.0706,13.393,75.7131,15.393,1.023643795,1.02E-06,5.000169647,22.02599146,17.46589836,6.225576453,3.258719262,45,2.674056
73.7434,11.8264,68.0782,10.8624,68.0301,12.917,73.6804,14.5173,1.000003605,1.21E-06,5.000000029,20.34561339,18.67275596,6.658538346,3.323087468,45,3.010917
73.3351,11.7359,67.6692,10.81,67.6219,12.8317,73.2735,14.367,1.000022912,1.01E-06,5.000000417,21.0798879,18.04003318,6.421250401,3.45880418,45,2.672512
72.9269,11.6494,67.2604,10.7593,67.2138,12.7494,72.8666,14.2236,1.000038422,4.13E-06,5.00000428,21.19757606,17.92864881,6.50060745,3.373120853,45,2.68391
72.5187,11.5671,66.8516,10.7102,66.8057,12.6699,72.4597,14.0871,1.000121117,1.23E-06,5.000044291,20.26335676,18.6287607,6.685237447,3.422478458,45,2.779172
72.1106,11.488,66.4428,10.6626,66.3976,12.5929,72.0528,13.9562,1.000013279,1.54E-06,5.000000955,19.91657417,18.87433911,6.886635386,3.32243556,45,2.813263
71.7026,11.4122,66.0341,10.6165,65.9896,12.5184,71.646,13.831,1.00003863,2.67E-06,5.000026103,19.45739546,19.11745369,7.108848065,3.316235382,45,3.022256
71.2945,11.3398,65.6254,10.5718,65.5816,12.4462,71.2391,13.7113,1.000000074,7.23E-05,5.000009257,19.64233679,19.02487294,7.281022597,3.051686038,45,3.14864
69.2547,11.0169,63.5827,10.3667,63.5418,12.1174,69.2041,13.1803,1.000004979,1.02E-06,5.00000003,20.85705192,17.47074119,7.513390178,3.158810677,45,3.032878
89.0275,99.1332,84.4705,169.913,84.6419,177.086,88.7785,134.833,11.06196986,12.44364187,5.000004843,3.398856153,19.99999248,1.04E-06,3.095533756,45,1.55049
88.7434,58.1366,84.8613,168.508,85.0465,176.218,89.0258,92.6868,8.345925898,6.686298924,5.005022542,13.13130254,19.24139,0.823418426,1.766641666,45,1.532178
88.7434,58.1366,85.2484,166.874,85.4496,175.197,89.0258,92.6868,1.050143177,3.576276111,16.40535048,14.9546092,11.8318252,4.616409789,2.56538604,45,1.516061
88.4491,46.2639,85.631,164.953,85.8511,173.978,88.9115,70.5706,2.455525369,0.086729556,19.75378626,13.82048409,11.46131537,4.004152152,3.418007201,45,1.403671
88.1101,38.4012,86.0077,162.668,86.2501,172.501,88.6739,54.514,1.093352284,0.219297768,19.69925967,14.21043475,12.66147759,4.281945064,2.834232873,45,1.477915
88.3659,43.8983,86.3768,159.914,86.6461,170.675,87.8599,59.5936,1.907104201,19.14673177,16.79700885,6.820431856,6.550430692,2.611995341,1.166297288,45,1.450931
87.624,142.466,86.9821,26.2235,86.6799,38.0901,88.0603,157.41,1.560531503,0.957567435,19.99947501,14.48823798,11.41658608,4.292134567,2.285467421,45,1.267684
87.8945,134.473,86.5896,23.9891,86.3191,34.8306,88.4038,149.961,4.598683758,4.341919748,18.99650923,11.76491056,9.384924821,3.790534831,2.122517047,45,1.405173
88.9326,121.868,85.7934,20.7791,85.5705,29.9381,88.4929,147.374,1.000076549,6.191987536,5.00000033,20.64477491,13.84254426,5.221036313,3.099580101,45,1.310183
89.0275,99.1332,85.3918,19.5917,85.1872,28.0698,88.7785,134.833,1.035865743,3.277051595,10.27452642,19.56171556,12.86176581,4.887557961,3.101516913,45,1.288923
89.0275,99.1332,84.9887,18.5945,84.7996,26.4784,88.7785,134.833,1.372818845,16.55412953,5.000000312,14.38863912,10.34964435,4.315841555,3.018926287,45,1.283973
88.7434,58.1366,84.5841,17.7431,84.4083,25.1054,89.0258,92.6868,1.006375811,2.186486301,5.279758626,22.43453566,15.32170742,5.28108693,3.490049248,45,1.175446
88.7434,58.1366,84.1787,17.0116,84.0146,23.9146,89.0258,92.6868,1.026137796,1.704440219,5.388875569,22.30893815,15.40667525,5.620629192,3.544303819,45,1.257382
88.4491,46.2639,83.7726,16.375,83.6187,22.8709,88.9115,70.5706,1.010505998,1.813990291,5.009366548,22.25479472,16.18150662,5.075140763,3.654695067,45,1.272369
88.1101,38.4012,83.3658,15.815,83.2208,21.948,88.6739,54.514,1.000251825,2.441810327,5.000001141,21.94502516,15.95177629,5.017962965,3.64317229,45,1.12597
88.3659,43.8983,82.9586,15.3202,82.8216,21.1284,87.8599,59.5936,1.000000701,3.721468923,5.000013912,20.71108653,15.78148825,5.096009963,3.689931716,45,1.317104
88.0201,36.8077,82.5509,14.8777,82.4211,20.3935,87.5848,51.8806,1.299039526,1.756774835,5.000000097,21.5531426,16.31546186,5.710006425,3.365574653,45,1.389613
87.6534,31.8776,82.143,14.4818,82.0195,19.7334,87.2756,45.8333,1.136697339,3.359433567,5.000025176,20.21726905,16.48885168,6.066712018,2.731011172,45,1.494308
87.2741,28.2977,81.7347,14.1241,81.6171,19.1357,86.9423,41.0592,1.000048309,9.130383629,5.000000785,16.19960989,14.87597971,5.967101046,2.826876634,45,1.529826
86.0979,21.8255,80.5088,13.2338,80.4057,17.6431,85.8583,31.604,1.600262201,1.17E-06,5.00001116,20.43968028,18.108333,6.711434931,3.140277261,45,1.747336
85.699,20.46,80.0999,12.9856,80.0008,17.2258,85.4802,29.4811,1.150485516,3.30E-05,5.000007986,20.57317957,18.5219939,6.728924247,3.025375788,45,1.772857
85.2979,19.3248,79.6907,12.7566,79.5953,16.8406,85.0966,27.6852,1.038400386,1.00E-06,5.000000005,20.02818795,19.13961709,6.949953159,2.843840416,45,1.896755
74.7139,10.9247,69.0498,9.8778,69.0003,12.0185,74.6479,13.7747,1.000352656,1.06E-06,5.000005359,21.22972721,18.52093153,6.942770982,2.306211209,45,2.9107
66.1474,9.5129,60.4711,9.0002,60.4343,10.5981,66.1033,11.431,1.000000253,1.16E-06,5,20.90645982,16.62423293,8.008726487,3.460579345,45,3.455747
88.8497,62.4864,85.1089,166.63,85.3017,174.736,89.0437,100.826,1.000050554,19.99892764,5.000084759,17.20747368,5.000000083,1.793464873,4.999998408,45,1.617705
88.578,48.5594,85.4938,164.837,85.7041,173.616,88.9886,76.9123,1.097241937,6.467747886,19.99803,14.66309894,5.495415507,2.3526505,4.92581523,45,1.950988
88.2507,39.451,85.8735,162.715,86.1046,172.267,88.788,58.2592,1.317618186,19.99209015,5.004238126,15.20795525,6.222433148,2.756676985,4.498988165,45,1.686055
88.499,45.8132,86.2462,160.168,86.5022,170.611,87.9655,61.6781,1.042466479,14.152398,19.86597164,9.558625645,5.029230368,1.785921145,3.56538672,45,1.775825
88.1628,37.6373,86.61,157.068,86.8962,168.535,87.7056,53.2193,1.000001781,5.02E-05,19.99931561,15.20790337,11.14480423,3.333518061,4.3144067,45,1.451589
89.0279,107.249,85.1439,17.6764,84.9514,25.7973,88.6913,139.631,2.688834308,1.595664937,19.25756532,12.0813119,11.03459569,4.331652929,4.010374912,45,1.496975
88.8497,62.4864,84.7397,16.7905,84.5611,24.3606,89.0437,100.826,2.198007724,1.221021721,18.21826818,13.6592584,11.45098419,4.291373731,3.961086057,45,1.424672
88.8497,62.4864,84.3345,16.0303,84.168,23.1163,89.0437,100.826,1.057873568,14.26055989,19.13484518,7.657322076,7.350037504,2.982749599,2.556612188,45,1.475828
88.578,48.5594,83.9283,15.371,83.7725,22.0289,88.9886,76.9123,2.621622105,1.363455251,18.43401262,12.84443848,11.3527329,4.61844596,3.765292681,45,1.445468
88.2507,39.451,83.5217,14.7941,83.3751,21.0717,88.788,58.2592,1.022633603,1.00E-06,18.94727953,13.74838287,12.51807435,4.809718395,3.953910244,45,1.488083
88.499,45.8132,83.1144,14.2845,82.9761,20.2222,87.9655,61.6781,2.478516494,0.151501915,16.10020817,14.67258999,13.12157879,4.908697723,3.566906922,45,1.579831
88.1628,37.6373,82.7069,13.8324,82.576,19.4651,87.7056,53.2193,1.020370476,9.970016517,19.18487548,9.478880408,8.452288985,3.825419745,3.06814839,45,1.645156
87.8012,32.068,82.299,13.4264,82.1747,18.7838,87.4064,46.596,1.00000019,1.618212044,19.0710998,13.13161379,11.74619424,5.087889125,3.344990819,45,1.783831
87.425,28.0959,81.8907,13.0612,81.7724,18.169,87.0801,41.396,1.022295005,6.410901497,18.870022,11.29065992,10.32080024,4.694435168,2.390886174,45,1.919959
87.0394,25.1457,81.4822,12.7308,81.3693,17.6116,86.7345,37.2661,1.000002353,1.04E-06,17.72524671,14.67878943,13.15397379,5.58902546,2.852961213,45,1.879399
86.6478,22.8786,81.0737,12.4306,80.9657,17.1041,86.3754,33.9396,1.037968734,1.17E-06,5.000003009,20.5734202,18.3000825,6.722516237,3.366008155,45,2.077737
86.2524,21.0885,80.6648,12.1557,80.5612,16.6391,86.0065,31.222,1.000000019,1.14E-06,5.00000001,21.50883447,17.83671426,6.341697127,3.312752974,45,2.062611
85.4535,18.4449,79.8468,11.6719,79.7512,15.8191,85.2481,27.071,1.459221219,1.48E-06,5.000033691,18.21420621,19.9999249,7.251616695,3.074995817,45,1.785206
85.0514,17.4433,79.4376,11.4576,79.3455,15.4555,84.8618,25.4587,1.000000193,1.00E-06,5.000000357,21.14781533,18.41231141,6.545628396,2.894243317,45,1.778729
83.8386,15.2226,78.2099,10.9013,78.1268,14.5119,83.6845,21.8149,1.000015841,1.52E-05,5.000037254,21.1296912,18.40836116,6.119902202,3.341977188,45,1.988502
83.4331,14.6643,77.8006,10.7403,77.7202,14.2388,83.2881,20.8858,1.000000002,5.61E-06,5.000000007,21.40978247,18.84839675,6.114967401,2.626847764,45,2.108324
83.027,14.1695,77.3912,10.5897,77.3133,13.9831,82.8901,20.059,1.000238308,1.02E-06,5.000009432,19.87479039,19.99999937,6.523695466,2.601266015,45,2.317787
82.6205,13.7291,76.9817,10.4483,76.906,13.7431,82.4908,19.3199,1.000028169,1.06E-06,5.0000521,21.28825045,18.9071044,6.100341483,2.704222337,45,2.294695
65.8961,8.3742,60.2193,7.8784,60.1832,9.4664,65.8529,10.2766,1.000013691,1.01E-06,5.000000183,20.43050965,16.41961427,8.619405387,3.530455815,45,3.280291
88.7049,51.6353,85.3515,164.691,85.5523,173.226,89.0479,84.575,1.000082464,5.34E-05,5.000000163,15.62318223,8.952771803,19.42391043,4.999999538,45,1.472347
88.3925,40.9399,85.7338,162.722,85.9539,171.995,88.8949,63.1333,1.000003765,2.09E-06,5.000000006,14.00934313,10.85244151,19.38994678,4.748262719,45,1.514539
88.6311,48.4072,86.11,160.369,86.3531,170.495,88.0673,64.2028,1.00000272,3.42E-05,5.000028223,14.54587755,10.77933204,19.02104051,4.653684775,45,1.37719
87.9799,130.667,86.5057,20.8295,86.2472,31.5419,88.5033,146.592,1.000000246,1.00E-06,5.00000253,24.23455297,16.08033853,3.685126772,4.999977943,45,1.210166
88.7969,134.199,86.1072,19.1981,85.8733,29.0195,88.2597,152.82,1.000001075,1.00E-06,5.000000997,25.37958712,17.22960993,4.632679758,1.758120124,45,1.249802
89.0607,91.0482,85.304,16.7715,85.1076,25.1517,88.8639,129.901,1.00001301,0.000157114,5.000003291,21.87426148,19.87398399,5.419203481,1.832377633,45,1.301586
89.0607,91.0482,84.8999,15.8438,84.7182,23.6401,88.8639,129.901,3.307664992,5.81E-06,5.000000182,19.00333506,19.99999986,5.971560308,1.717433793,45,1.438968
88.7049,51.6353,84.4947,15.052,84.3257,22.3364,89.0479,84.575,2.199465924,2.61E-06,5.000000724,20.10520606,19.99997854,5.681981486,2.01336466,45,1.490757
88.6311,48.4072,83.275,13.2487,83.1353,19.3261,88.0673,64.2028,1.000010453,1.08E-06,5.000000477,19.37707095,19.67688399,6.517702987,3.428330058,45,1.360867
88.3075,38.8504,82.8675,12.7837,82.7354,18.5418,87.8254,54.8997,1.000036031,1.01E-06,8.65677376,19.87759239,16.54840612,6.296714995,2.620475689,45,1.310899
87.9523,32.4794,82.4597,12.3688,82.3345,17.8396,87.5382,47.61,1.000000218,2.24E-06,7.180411686,19.59069201,17.86936398,6.690966172,2.6685637,45,1.414951
87.5797,28.0261,82.0515,11.9959,81.9323,17.2067,87.2201,41.9131,1.000000404,1.44E-06,8.150063898,20.52535478,16.38443438,6.26938337,2.67076173,45,1.375526
87.1964,24.7767,81.643,11.6584,81.5294,16.633,86.8802,37.4229,1.000137174,9.06E-06,5.000000474,22.7174135,16.9829332,6.934969788,2.364536806,45,1.544081
82.3746,12.2749,76.7331,9.215,76.6596,12.4565,82.2504,17.7077,1.668207729,6.79E-06,5.000008909,19.86414438,19.99999999,6.310389074,2.157243121,45,2.243725
81.9675,11.9117,76.3237,9.0888,76.2523,12.2409,81.8493,17.0895,1.001051775,8.50E-06,5.000000002,21.64231501,19.27893411,5.486453562,2.591237052,45,2.347854
