 V0_LATITUDE,V0_LONGITUDE, V1_LATITUDE,V1_LONGITUDE, V2_LATITUDE,V2_LONGITUDE, V3_LATITUDE,V3_LONGITUDE,FE_WT,TI_WT,CA_WT,SI_WT,AL_WT,MG_WT,NA_WT,O_WT,chi2
-77.8985,49.9708,-82.7908,48.7379,-83.3969,53.5707,-77.3283,52.7677,4.327163613,2.914910038,19.61003749,3.703956964,19.48839419,0.963060154,3.992477554,45,3.264485
83.3845,36.0738,77.8511,35.1579,77.291,38.2669,82.7912,41.5073,6.781168119,0.390088118,19.9555352,1.630866706,19.7645831,3.716736344,2.761022413,45,2.26973
83.7888,35.7985,78.2551,34.9758,77.6955,38.1955,83.1958,41.5819,1.077650127,11.25812184,19.98112734,0.213892603,19.70115321,0.249343854,2.518711031,45,2.25894
84.1932,35.482,78.6591,34.7803,78.1001,38.1191,83.6005,41.6634,2.111035219,19.99999764,17.4715247,1.563531544,11.33750272,0.0844127,2.43199548,45,2.480548
84.597,35.1201,79.0627,34.5704,78.5046,38.0373,84.005,41.7583,1.177743418,10.41005891,19.99912801,1.852398887,16.85726694,1.72E-05,4.70338665,45,2.839605
85.0005,34.7004,79.4661,34.3457,78.9088,37.9508,84.4094,41.8676,17.51396605,4.081676826,19.99919976,2.019712946,7.838399328,9.24E-06,3.547035852,45,2.97815
-35.0145,-141.282,-40.6648,-140.743,-40.1425,-139.678,-34.5278,-140.254,1.000000164,1.29E-06,6.283933909,22.94133381,13.83081439,6.408958536,4.534957909,45,3.322238
-35.4173,-141.293,-41.0654,-140.748,-40.5407,-139.679,-34.9278,-140.262,4.890245433,3.875423727,19.99999985,11.8747208,7.065488402,4.345453103,2.948668679,45,3.127504
-35.8201,-141.304,-41.466,-140.753,-40.939,-139.681,-35.3278,-140.271,3.622914896,3.045105556,19.99990048,12.24466054,8.119302439,4.609413583,3.358702503,45,3.327269
-36.2229,-141.314,-41.8666,-140.759,-41.3374,-139.683,-35.7279,-140.28,5.185175672,4.006883234,19.99998911,11.29337631,7.08351741,4.265021114,3.166037151,45,3.33221
-36.6257,-141.325,-42.2673,-140.764,-41.7358,-139.685,-36.128,-140.288,5.115808668,4.046731597,19.99993224,11.50683075,6.911082783,4.256653322,3.162960641,45,3.178383
-37.0286,-141.337,-42.6678,-140.769,-42.1342,-139.686,-36.5282,-140.297,1.000055466,8.36E-06,7.291204546,22.21642519,12.98700805,6.818252253,4.687046135,45,3.326014
-37.4315,-141.348,-43.0686,-140.775,-42.5328,-139.689,-36.9285,-140.306,3.510306228,2.841665353,19.9843507,12.94245876,7.595382793,4.49790725,3.627928912,45,3.369269
-37.8343,-141.359,-43.4694,-140.781,-42.9314,-139.691,-37.3288,-140.315,5.161635994,4.030149781,19.99999952,11.51513675,6.714363588,4.049011251,3.529703117,45,3.385814
-38.2372,-141.371,-43.8702,-140.787,-43.3301,-139.692,-37.7291,-140.324,3.75687976,3.276410949,19.99992463,12.52896842,7.506111394,4.356078381,3.575626466,45,3.498174
-42.2662,-141.494,-47.8789,-140.851,-47.3202,-139.709,-41.7355,-140.414,4.885938641,3.405300539,19.99991376,11.63953258,6.620813071,4.229721842,4.218779572,45,3.42719
-42.6692,-141.507,-48.28,-140.858,-47.7196,-139.711,-42.1365,-140.423,2.723682481,1.426254586,19.9995931,13.45525815,8.011472555,5.056584409,4.32715472,45,3.330894
-43.0722,-141.521,-48.6811,-140.866,-48.119,-139.712,-42.5375,-140.433,3.770670924,2.903238223,19.99826006,12.38881645,7.122071738,4.709888946,4.107053666,45,3.246594
-43.4751,-141.534,-49.0822,-140.873,-48.5186,-139.714,-42.9385,-140.443,1.000007673,1.43E-06,6.186069444,24.1132117,11.62756829,7.073141497,4.999999969,45,3.349582
-43.8781,-141.548,-49.4833,-140.881,-48.9182,-139.715,-43.3396,-140.452,2.898870006,2.267595907,19.99999932,13.60438858,7.22260571,5.119273684,3.887266795,45,3.203113
-44.2812,-141.562,-49.8845,-140.889,-49.3178,-139.717,-43.7408,-140.461,1.000020321,1.13E-05,6.052590587,23.59394177,11.82846686,7.524969282,4.999999859,45,3.111083
-44.6842,-141.576,-50.2857,-140.896,-49.7175,-139.718,-44.1419,-140.471,4.238399033,3.835134751,19.9999991,12.71892656,6.198073754,4.677531024,3.331935774,45,2.776001
-45.0873,-141.591,-50.6869,-140.904,-50.1173,-139.72,-44.5432,-140.481,3.282707783,2.478356609,19.99371889,13.56886028,6.860757611,5.15196962,3.663629203,45,2.766421
-45.4902,-141.605,-51.0881,-140.913,-50.5171,-139.721,-44.9444,-140.491,4.930527654,3.115770229,19.99999988,12.84239957,6.038657891,4.895205448,3.177439328,45,2.66335
-45.8933,-141.62,-51.4893,-140.921,-50.9169,-139.722,-45.3458,-140.501,3.593964232,1.842334218,19.99999878,13.94023016,6.744075379,5.501574886,3.377822348,45,2.740686
-46.2963,-141.635,-51.8907,-140.93,-51.317,-139.723,-45.7472,-140.51,3.088702094,1.709230907,19.99999982,14.15282838,6.970104808,5.457294145,3.62183984,45,2.728181
-46.6994,-141.65,-52.292,-140.939,-51.7169,-139.725,-46.1486,-140.52,4.413176451,3.475706693,19.99999651,12.41531615,6.324006657,4.917414037,3.454383502,45,2.840621
-47.1024,-141.665,-52.6934,-140.947,-52.1171,-139.726,-46.5501,-140.531,5.604010107,4.828085899,19.99999624,11.37961513,5.532963823,4.506358479,3.148970319,45,3.18208
-47.5055,-141.681,-53.0948,-140.956,-52.5173,-139.727,-46.9517,-140.541,2.286707069,3.277825518,20,13.69364346,6.63482507,5.279597866,3.827401014,45,3.35527
-47.9087,-141.697,-53.4962,-140.966,-52.9175,-139.729,-47.3533,-140.551,4.846492388,3.819439995,19.99999204,12.05176279,6.181802888,4.763249392,3.337260505,45,3.434344
-48.3118,-141.714,-53.8977,-140.975,-53.3178,-139.73,-47.755,-140.562,2.352002594,1.976236186,19.99999958,14.76128001,7.001067048,5.270678896,3.638735686,45,3.469593
85.3211,32.7885,79.7853,32.8593,79.2308,36.6058,84.7351,40.5173,4.585083842,8.893608782,16.73216356,1.157016047,18.63213658,1.04E-06,4.999990145,45,1.670185
85.7234,32.1819,80.1879,32.5924,79.6348,36.5001,85.1394,40.6316,8.925782065,5.469654223,19.79638326,0.132564031,15.67560665,9.80E-06,4.999999973,45,1.653538
86.1253,31.4497,80.5906,32.3013,80.0389,36.3845,85.5437,40.7671,10.82456765,8.334555485,19.9788524,1.223572502,9.638479795,1.27E-06,4.999970894,45,1.773005
86.9262,29.4127,81.3945,31.6416,80.8465,36.127,86.3521,41.1295,10.64225799,0.993513792,19.99999984,13.36427562,5.000001425,1.01E-06,4.999950315,45,2.111802
87.3245,27.9401,81.7959,31.2634,81.2503,35.9807,86.7561,41.3804,1.001811263,1.30E-06,19.24683338,24.75126815,5.000087688,1.00E-06,4.999997223,45,3.495903
-80.9241,-148.555,-86.4495,-149.977,-85.8911,-140.042,-80.3776,-144.327,2.449449333,5.72743261,19.99998305,16.563609,5.000032426,0.2594938,4.99999978,45,3.411332
-81.3264,-148.889,-86.8496,-151.083,-86.2969,-139.911,-80.783,-144.464,2.976966542,6.686125137,20,15.33679322,5.000115453,5.61E-06,4.999994035,45,3.316197
-81.7284,-149.254,-87.2483,-152.506,-86.7026,-139.744,-81.1883,-144.611,2.194473522,5.261863952,19.99999905,17.51912854,5.024528831,8.50E-06,4.999997598,45,3.347604
-82.13,-149.657,-87.6447,-154.409,-87.1084,-139.529,-81.5937,-144.772,4.113664239,5.186832388,19.99999991,15.39444128,5.304589763,0.000529078,4.999943344,45,3.34841
-82.9321,-150.599,-88.424,-161.084,-87.92,-138.858,-82.4043,-145.146,3.783047471,7.197076345,19.99999979,13.81353171,5.206343743,1.48E-06,4.999999466,45,3.460402
-83.3324,-151.155,-88.798,-167.617,-88.3257,-138.272,-82.8095,-145.365,2.047226226,6.014978266,19.99999206,16.64900271,5.288799534,1.73E-06,4.999999461,45,3.477892
-82.5322,42.6719,-88.0117,36.143,-88.5421,58.7711,-83.0737,47.8162,19.5731184,1.828553546,19.99571851,1.597077852,8.819288665,0.2577222,2.928520832,45,2.952752
-80.5029,41.7907,-85.9781,37.4026,-86.5582,46.9564,-81.0601,45.6913,1.331532228,10.07589459,16.55891496,1.882832343,19.5160364,1.101638987,4.533150497,45,1.774411
78.1399,32.9074,72.6027,31.9308,72.0494,34.1255,77.559,36.0223,10.44567823,11.19083892,9.804318004,0.783212781,19.99874969,0.444659078,2.332543308,45,3.294738
79.7606,32.4221,74.2229,31.4996,73.6687,33.9234,79.1783,36.0304,3.256264442,15.29157932,18.7897138,0.266518453,14.3766434,8.97E-06,3.019271611,45,3.213954
89.1219,-113.851,83.9688,-52.543,84.0909,-46.6477,88.7988,-83.4407,9.720286911,19.72209226,7.759919186,1.146686908,11.65090087,0.000113867,4.999999992,45,1.386891
89.128,-141.413,84.3719,-53.5867,84.5029,-47.277,89.0467,-101.446,5.896393621,16.93751039,19.68952543,1.64188585,5.890611513,0.003470721,4.940602482,45,1.359227
88.9527,-164.224,84.7727,-54.7893,84.914,-48.0063,89.1505,-127.336,9.252812175,3.692893585,19.99999033,8.984763793,6.971026544,1.098573842,4.999939729,45,1.369836
88.9527,-164.224,85.1709,-56.1912,85.3243,-48.8637,89.1505,-127.336,6.693917814,3.227960949,19.99997878,11.82797272,6.692116119,1.558053734,4.999999886,45,1.311929
88.6655,-178.905,85.5657,-57.8439,85.7333,-49.8857,89.0612,-153.666,5.93256403,3.054684423,19.99994489,11.43215192,7.049563326,2.531091512,4.999999894,45,1.270768
88.3231,171.986,85.956,-59.8148,86.1406,-51.121,88.822,-172.318,3.430902142,1.925545352,19.99999497,13.7562775,8.416139786,2.471140261,4.999999998,45,1.276345
88.503,176.107,86.3406,-62.2032,86.5458,-52.6461,88.0745,-168.259,2.432724837,1.155227591,19.99999997,13.52043971,8.875090242,4.016517658,4.999999994,45,1.474451
88.1451,168.787,86.7173,-65.1453,86.9477,-54.574,87.7846,-176.558,4.128415427,1.349262825,19.99991532,12.15698421,9.371032193,4.057754922,3.936635097,45,1.648574
87.915,-83.5317,86.7739,156.791,86.5538,166.965,88.3008,-68.4376,2.358025937,0.178792294,19.99995011,13.61393126,10.57298917,4.729267058,3.547044173,45,1.856512
88.1848,-92.9034,86.3703,155.053,86.1732,164.284,88.6456,-77.2948,1.000000251,1.78E-06,18.75377472,14.83555062,12.97250642,5.153151951,2.285014263,45,1.895524
88.9373,-91.544,85.9641,153.664,85.7858,162.093,88.4757,-72.2992,2.527205859,1.02E-06,19.75955395,13.67388849,11.38125334,5.495387602,2.16270974,45,2.069522
89.1219,-113.851,85.5562,152.53,85.3935,160.273,88.7988,-83.4407,3.028872643,0.017544192,19.99931891,14.35087486,10.41852319,5.149713341,2.035152868,45,2.128637
89.128,-141.413,85.1466,151.584,84.9971,158.738,89.0467,-101.446,1.919768002,6.74E-06,19.99292151,14.75897443,10.48206193,4.732935522,3.113331863,45,2.163444
88.9527,-164.224,84.7361,150.786,84.5979,157.43,89.1505,-127.336,1.036959836,0.945046594,17.78912081,16.12192996,11.48808336,4.887932161,2.730927283,45,2.285103
88.9527,-164.224,84.3246,150.103,84.196,156.301,89.1505,-127.336,1.000860161,3.491627479,17.83479713,14.60887747,10.96007529,4.483768223,2.619994247,45,2.209678
88.6655,-178.905,83.9125,149.511,83.7925,155.319,89.0612,-153.666,1.000413868,19.58995111,7.138477133,12.11302101,9.031869826,4.016803979,2.109463066,45,2.27416
88.3231,171.986,83.4999,148.994,83.3872,154.457,88.822,-172.318,1.014077158,3.507848558,5.011824716,19.29252321,16.26161954,6.145701656,3.766405161,45,2.432861
88.503,176.107,83.0867,148.538,82.9806,153.693,88.0745,-168.259,1.000003365,2.22E-06,9.982692179,18.58873367,15.48642199,6.481422625,3.460723959,45,2.700493
87.3772,160.419,81.8456,147.445,81.7552,151.854,87.1107,172.348,1.179862328,3.259767031,10.05324237,19.00795015,12.66957826,5.360204428,3.469395431,45,2.660458
86.5789,155.889,81.017,146.882,80.9347,150.903,86.3703,165.601,1.108102005,7.845164955,11.32620797,15.40573896,11.5530195,4.63134594,3.130420672,45,2.586836
86.1745,154.338,80.6024,146.637,80.5236,150.489,85.9867,163.178,1.000000307,15.77930267,7.435823641,12.91093557,10.58509499,4.185409309,3.103433513,45,2.526375
85.3593,152.046,79.7729,146.206,79.7003,149.76,85.2031,159.506,1.064333253,14.24107699,5.98087919,14.13606339,12.02211174,4.416815737,3.138719699,45,2.609407
84.9495,151.178,79.3581,146.016,79.2882,149.437,84.8055,158.088,1.115747425,18.47982217,7.076779957,11.24866039,10.15346232,4.053377412,2.872150318,45,2.920074
84.539,150.438,78.9431,145.839,78.8757,149.138,84.4054,156.871,1.000256374,17.51138394,7.501016813,11.2163213,10.60837493,4.278484441,2.884162201,45,3.269522
84.1276,149.803,78.5281,145.674,78.4631,148.859,84.0031,155.817,1.030187984,15.65102177,9.930773283,10.70964651,10.88472261,4.205319164,2.588328685,45,3.304269
83.7156,149.249,78.113,145.521,78.0502,148.6,83.599,154.895,1.016881164,15.29216175,12.0347181,9.902978811,10.58207361,3.904514441,2.266672129,45,3.372757
89.0907,-105.865,83.8328,-53.1511,83.9507,-47.3707,88.7034,-79.4584,7.097147204,19.98570633,7.726274356,0.787200656,14.40367498,2.42E-06,4.99999405,45,1.443917
89.1654,-133.094,84.2367,-54.1375,84.363,-47.9585,88.9867,-94.768,3.48734799,19.99997666,10.67049925,3.499968566,12.34223188,1.46E-06,4.999974195,45,1.671458
89.1654,-133.094,84.6386,-55.2713,84.7747,-48.638,88.9867,-94.768,3.159586872,19.39854577,14.33386073,4.148983781,8.959022393,1.12E-06,4.999999334,45,1.783282
89.0443,-158.889,85.038,-56.5866,85.1854,-49.4318,89.152,-118.559,3.007023044,19.99427257,14.46662952,5.09690736,7.041613756,0.39355375,4.999999997,45,1.725364
88.7846,-176.279,85.4346,-58.1328,85.5952,-50.3744,89.1293,-146.56,3.05539084,11.95181798,18.729365,7.845536983,8.247480784,0.170408921,4.999999495,45,1.762424
88.4545,173.07,85.8269,-59.9687,86.0033,-51.5076,88.9306,-168.417,3.200599937,13.27257149,17.99480345,7.77524496,7.580482442,0.17630063,4.999997086,45,1.776894
88.6304,177.893,86.2141,-62.1813,86.4096,-52.896,88.1767,-166.146,2.31427273,19.15031447,11.01738575,8.648872346,8.346866483,0.522302841,4.999985385,45,1.671776
88.2811,169.424,86.5945,-64.8933,86.8133,-54.6369,87.9014,-175.307,2.952527034,5.101279244,11.77682228,14.66583805,12.99403666,2.509502922,4.999993808,45,1.798597
87.822,-81.6425,86.9172,156.115,86.6902,166.712,88.183,-66.7906,3.019471672,19.84618248,7.440997537,9.096567418,8.861593922,1.735193476,4.999993499,45,1.704631
88.11,-90.1605,86.5143,154.26,86.3119,163.848,88.5408,-74.3182,2.651367927,19.98332161,8.14546552,9.209896534,8.260579964,1.749369828,4.99999862,45,1.58924
88.8579,-86.3459,86.1086,152.792,85.9262,161.523,88.3623,-70.0654,2.605006315,19.99984423,7.965803033,9.497922534,8.03089066,1.900536326,4.999996897,45,1.682547
89.0907,-105.865,85.7009,151.599,85.535,159.601,88.7034,-79.4584,3.33310832,19.9994339,6.436459514,9.374047982,8.35934781,2.497603037,4.999999439,45,1.870669
89.1654,-133.094,85.2916,150.612,85.1396,157.989,88.9867,-94.768,4.168189287,19.99999949,5.354239442,9.360170566,8.160193425,2.957207874,4.999999913,45,1.902285
89.1654,-133.094,84.8812,149.782,84.7409,156.619,88.9867,-94.768,2.667181539,19.78299688,6.214523436,9.702800286,8.783205742,3.16779555,4.681496563,45,2.206212
89.0443,-158.889,84.4699,149.077,84.3396,155.445,89.152,-118.559,2.445531792,19.99207181,6.071663046,9.625909925,8.878622952,2.986200479,5,45,2.301783
88.7846,-176.279,84.058,148.468,83.9365,154.425,89.1293,-146.56,2.732831178,20,6.705415257,9.671601277,8.265353633,2.624798659,4.999999998,45,2.411151
88.4545,173.07,83.6454,147.937,83.5315,153.532,88.9306,-168.417,2.498755353,19.99993644,6.949764086,9.45499327,8.438135561,2.658448152,4.999967138,45,2.68453
88.6304,177.893,83.2324,147.47,83.1253,152.744,88.1767,-166.146,2.413264831,19.99955169,6.716430111,9.256677873,8.656159236,3.035203884,4.92271238,45,3.001606
88.2811,169.424,82.819,147.057,82.7179,152.044,87.9014,-175.307,2.155056822,19.99998124,6.223381859,9.704228608,8.80673653,3.110716277,4.999898667,45,3.244223
87.908,163.919,82.4053,146.688,82.3096,151.417,87.5862,177.822,2.087459091,19.99999927,6.491391056,9.47235883,8.735584065,3.246388711,4.966818973,45,3.369967
87.5199,160.057,81.9914,146.356,81.9005,150.853,87.2428,172.536,1.958415621,19.99999847,6.289400366,9.38515198,8.942955842,3.428440024,4.995637692,45,3.487882
88.9602,171.954,85.3978,-63.5063,85.5392,-55.4466,89.3282,-150.202,1.000026704,0.002022998,5.000000516,25.6787931,18.31917289,8.55E-06,4.999975244,45,1.460708
88.6128,161.088,85.7942,-65.1186,85.9494,-56.3116,89.134,-178.011,1.000000386,1.02E-06,5.000000468,26.25719302,15.87892504,1.863880907,4.999999162,45,1.274467
88.8197,166.587,86.1863,-67.063,86.3583,-57.3702,88.3625,-173.925,1.000001798,1.31E-06,5.000005408,25.29886656,15.54596932,3.155155715,4.999999884,45,1.210638
88.457,158.013,86.5733,-69.4502,86.7658,-58.6956,88.0843,176.098,1.000000026,2.23E-06,5.000000064,27.15984581,13.89887269,2.941287731,4.999991447,45,1.249243
87.8676,-84.8621,87.0427,145.704,86.8321,157.375,88.1931,-68.2801,1.000000041,2.66E-06,5.000025101,24.89139975,16.59911162,2.599838563,4.909622268,45,1.401619
88.1776,-92.908,86.6366,144.135,86.4499,154.602,88.5723,-74.3346,1.00000224,1.93E-06,5.000000059,26.10451276,15.8524868,2.657744469,4.385251742,45,1.307927
88.4379,-103.922,86.2284,142.902,86.0608,152.37,88.9245,-84.5379,1.000033904,1.24E-06,5.000000001,26.08338803,16.52649513,3.420980096,2.969101596,45,1.398104
89.345,-135.062,85.4087,141.095,85.2699,149.022,89.0585,-91.0576,1.000000138,1.00E-06,5.000306187,24.20350572,17.80981762,5.192483571,1.793885763,45,1.544435
88.8197,166.587,83.348,138.525,83.2511,144.125,88.3625,-173.925,2.584731428,1.23376005,19.999999,12.18692331,12.70306732,5.435309178,0.856209725,45,1.700474
88.457,158.013,82.935,138.191,82.8436,143.478,88.0843,176.098,2.911414625,1.05E-06,18.82434065,12.46774762,14.14507629,5.983854036,0.667565736,45,1.718901
88.0734,152.772,82.5217,137.891,82.4352,142.899,87.7636,168.813,1.65772121,0.153757014,5.20446836,19.52292147,19.99999999,7.632772672,0.828359281,45,1.748119
87.679,149.289,82.1082,137.623,82.0261,142.38,87.4158,163.417,1.003568757,1.92E-06,5.000005203,20.80232934,19.9996483,7.357920375,0.836526106,45,1.768637
87.2784,146.823,81.6947,137.381,81.6165,141.911,87.0507,159.327,1.00028516,3.84E-06,5.000005865,21.73336632,19.34605969,6.46080937,1.459469753,45,1.912701
86.8741,144.99,81.281,137.162,81.2065,141.486,86.6738,156.149,1.220117905,1.84E-05,5.000000644,19.56656062,19.22462682,7.223291537,2.765384115,45,1.991923
86.4675,143.579,80.8673,136.963,80.796,141.099,86.289,153.624,1.000005464,1.30E-06,5.000205127,20.09402114,18.87518897,7.7261146,2.3044634,45,2.056791
84.8283,140.157,79.2115,136.315,79.1509,139.84,84.7044,147.266,1.000000168,1.18E-06,5.000002474,21.03232736,18.28662235,6.678925708,3.002120755,45,2.420991
84.4169,139.614,78.7974,136.182,78.739,139.582,84.3019,146.233,1.00000998,1.01E-06,5.000000641,21.6462963,18.11172162,6.747606861,2.49436359,45,2.278665
84.0049,139.146,78.3834,136.058,78.327,139.342,83.8975,145.335,1.000000441,1.00E-06,5.000000045,18.4895506,19.99999991,7.72519997,2.785248033,45,2.421829
83.5927,138.738,77.9693,135.943,77.9147,139.119,83.492,144.549,1.553733766,0.075647385,13.31037372,17.40338905,14.63142872,5.131704729,2.893722631,45,2.291387
83.1801,138.378,77.5552,135.835,77.5023,138.91,83.0854,143.854,1.368575689,0.204891066,19.94972737,14.07647578,12.26841304,4.414495006,2.717422045,45,2.207319
81.5283,137.286,75.8986,135.464,75.8517,138.194,81.4515,141.737,1.147915124,0.010202661,19.8602614,14.35260839,12.65975542,4.079766565,2.889490437,45,2.340642
81.115,137.075,75.4845,135.384,75.4389,138.04,81.0417,141.328,2.09619147,0.033321614,19.92535477,13.93019591,12.28041499,3.868469704,2.866051547,45,2.34684
80.7016,136.883,75.0703,135.307,75.0259,137.894,80.6315,140.954,1.713428442,0.62945693,19.99999536,14.07200241,12.01473249,3.817516482,2.752867885,45,2.339062
77.8068,135.895,72.1714,134.869,72.1339,137.059,77.7529,139.036,1.149489436,0.041675976,19.80905016,14.69358522,12.55287494,4.482626915,2.270697352,45,2.695326
77.3932,135.79,71.7573,134.817,71.7206,136.96,77.341,138.832,1.068175822,0.039158542,19.70833636,14.64470957,12.51051072,4.539141249,2.48996774,45,2.775698
76.9795,135.691,71.3433,134.768,71.3073,136.866,76.9288,138.641,1.319968029,0.211560147,19.99999905,14.28927764,12.15816292,4.321355652,2.699676565,45,2.746027
76.5658,135.598,70.9292,134.72,70.8939,136.776,76.5167,138.462,1.812374178,1.481912585,19.99999988,13.67537739,11.38643132,3.996330223,2.647574423,45,3.020928
76.1522,135.511,70.5151,134.674,70.4805,136.69,76.1045,138.293,1.300502744,0.456474157,19.99999616,14.59590771,11.67051805,4.227907944,2.748693237,45,2.902351
75.7385,135.428,70.1012,134.63,70.0673,136.607,75.6921,138.133,1.715317829,19.86408615,18.29768539,5.802848556,5.394480578,2.303134877,1.622446624,45,3.000021
75.3248,135.35,69.6871,134.587,69.6538,136.527,75.2796,137.982,2.150789773,1.98462636,19.99999746,12.92952907,10.48610271,4.045744778,3.403209849,45,3.113601
89.1777,-96.8332,83.6906,-59.7125,83.7898,-53.7737,88.6495,-75.3221,16.06952074,1.74544473,8.887610937,5.537005658,17.5091228,0.251295205,4.999999928,45,1.54277
89.3692,-126.458,84.0964,-60.5318,84.2026,-54.1864,89.0003,-86.2522,1.250014661,0.978483366,19.99965809,10.88129867,16.20827019,0.683620995,4.998654029,45,1.253435
89.3692,-126.458,84.5007,-61.4701,84.615,-54.6607,89.0003,-86.2522,3.149807221,5.238174461,20,12.40575381,8.892174427,0.31409015,4.999999933,45,1.189544
89.0644,173.186,84.9034,-62.5558,85.0269,-55.2121,89.3812,-142.128,1.434448932,4.125200453,19.99999836,18.2147249,6.225655362,4.45E-06,4.999967542,45,1.168454
89.0644,173.186,85.304,-63.8286,85.4384,-55.8642,89.3812,-142.128,3.795610865,6.330806103,19.99999981,13.55417004,5.199873117,1.119572294,4.999967768,45,1.246727
88.7231,160.793,85.7018,-65.3357,85.8491,-56.6431,89.2316,-174.692,3.829505498,5.91019232,19.99999983,14.12431029,5.307912896,0.828079166,5,45,1.369243
88.9313,167.142,86.0959,-67.1474,86.2588,-57.5916,88.453,-172.454,4.829720228,5.134568928,19.99995681,13.48888561,5.412349668,1.134537895,4.999980862,45,1.360575
88.5725,157.48,86.4854,-69.3635,86.6673,-58.7726,88.1862,176.663,2.186461499,3.238206605,19.99971924,15.47652231,7.080792213,2.01829857,4.999999563,45,1.093702
88.19,151.792,86.8684,-72.1258,87.074,-60.2817,87.8719,168.779,2.834669421,3.883516899,19.99999868,13.9935165,7.309317939,1.978980568,4.999999997,45,1.211262
87.3951,145.552,81.8068,136.115,81.7299,140.738,87.1645,158.666,1.000000152,1.45E-05,5.000018329,22.34903231,16.59955987,8.3456684,1.705706395,45,2.173145
86.9906,143.677,81.3932,135.903,81.3199,140.313,86.7888,155.328,1.000004099,1.26E-06,5.000000022,22.21766206,16.83290925,7.988285145,1.961138168,45,1.963138
86.5839,142.247,80.9796,135.71,80.9096,139.926,86.4048,152.698,1.000000037,1.12E-06,5.000005793,21.99699,17.82029708,7.423742838,1.758963127,45,2.17772
86.1757,141.121,80.5659,135.534,80.4988,139.572,86.0148,150.579,1.000000034,1.17E-06,5.000036884,22.95730522,17.04815079,7.965786831,1.028719083,45,2.323627
85.766,140.211,80.1521,135.372,80.0878,139.246,85.6199,148.837,1.000000024,1.13E-06,5.00000056,23.18215581,17.324879,7.28970146,1.203262024,45,2.161746
84.5331,138.299,78.9106,134.956,78.8532,138.414,84.419,145.105,1.000000818,9.66E-06,5.000000111,22.76234118,17.34753642,7.300210544,1.589901268,45,2.695691
84.1212,137.839,78.4968,134.837,78.4414,138.176,84.0148,144.194,1.00000083,1.13E-06,5.000357162,21.52354764,18.49521154,6.980279648,2.000602056,45,2.884103
82.0581,136.249,76.4271,134.347,76.3799,137.198,81.9787,141.02,1.015060071,2.50E-06,5.000000134,22.19363854,19.13932354,6.358896074,1.293079132,45,2.28
80.4055,135.464,74.7712,134.047,74.7289,136.602,80.3394,139.443,1.000309165,1.01E-06,5.000000015,22.50670924,18.28072748,5.872621554,2.339631532,45,1.870034
79.9922,135.307,74.3574,133.981,74.3161,136.473,79.9287,139.129,1.00000199,1.00E-06,5.998077632,21.73722353,18.31755455,5.682754356,2.264386934,45,1.768078
79.5787,135.163,73.9434,133.919,73.9032,136.35,79.5177,138.838,1.248441308,1.00E-06,5.000106042,23.00552557,17.85297853,5.497262195,2.395685352,45,1.627023
78.3385,134.789,72.7017,133.748,72.6642,136.015,78.2838,138.089,1.000992335,3.32E-06,5.000000069,21.76989357,19.06746858,5.963599478,2.198042644,45,1.905382
77.9252,134.681,72.2877,133.696,72.251,135.913,77.8722,137.873,1.000033029,1.00E-06,5.000010457,22.28173428,18.42203228,6.037609194,2.258579759,45,1.897142
77.5117,134.58,71.8739,133.647,71.838,135.816,77.4604,137.671,1.000000007,5.06E-06,5.00000036,22.36016564,18.00235984,6.344307172,2.293161923,45,1.835832
77.0982,134.485,71.46,133.599,71.4249,135.724,77.0486,137.481,1.000003121,5.78E-06,5.000016876,22.65335197,17.68247978,6.191744146,2.472398319,45,1.777147
76.6847,134.396,71.0461,133.553,71.0116,135.635,76.6365,137.303,1.000000155,1.79E-06,5.000000002,22.34139344,17.72992007,6.147731069,2.78095348,45,1.908066
76.2713,134.312,70.6323,133.509,70.5985,135.55,76.2245,137.136,1.000016,1.46E-06,5.000000469,22.36837214,18.05203544,6.049149917,2.530424571,45,2.055535
75.8576,134.231,70.2185,133.467,70.1854,135.468,75.812,136.977,1.000000003,1.03E-06,5.000024393,21.49853375,19.16973755,5.926907673,2.404795602,45,2.104275
75.4443,134.157,69.8047,133.426,69.7722,135.389,75.4,136.829,1.0000023,1.04E-06,5.954157996,22.50148324,17.37419669,5.891217154,2.278941578,45,2.067581
75.0309,134.086,69.3909,133.387,69.359,135.314,74.9879,136.687,1.167370276,1.07E-06,11.42252465,19.65256499,15.25133529,5.51140842,1.994795315,45,2.163265
87.7279,-82.2984,82.3581,-58.4623,82.4371,-53.5265,88.0108,-66.1406,6.716369704,17.82917049,18.74795518,0.916423463,5.729873577,0.086014331,4.974193252,45,1.673027
88.062,-89.0241,82.7671,-58.9997,82.8507,-53.7851,88.4031,-70.4866,7.173156642,5.979003008,19.99874782,0.387780853,15.14430616,1.317005575,4.999999941,45,1.638253
88.3587,-98.3564,83.1753,-59.6009,83.264,-54.0748,88.7803,-77.5898,10.89856464,9.244650073,19.99994068,1.225699034,7.575423454,1.085289381,4.970432733,45,1.638311
88.5941,-111.271,83.5828,-60.2788,83.6772,-54.4025,89.1227,-90.5937,1.514027379,7.944376369,19.90712597,5.720311178,13.65896666,1.255192878,4.999999569,45,1.734637
